order_id,order_date,product,category,region,channel,quantity,unit_price,revenue,cost,customer_rating
ORD-11404,11/14/2025,Lumen LED Strip,Electronics,East,Online,2,$23.21,46.42,29.27,5
ORD-11013,08/29/2025,Nimbus Office Chair,Furniture,West,Online,1,$184.11,184.11,116.05,5
ORD-10717,06/23/2025,Cove Bookshelf,Furniture,North,Online,3,$138.04,414.12,285.42,5
ORD-10597,05/28/2025,Nimbus Office Chair,Furniture,South,Partner,2,$176.30,352.6,196.59,5
ORD-12337,05/01/2026,"Vista Monitor 27""",Electronics,West,Retail,1,$276.83,276.83,175.69,4
ORD-12015,02/25/2026,Halo Desk Organizer,Home & Living,West,Online,1,$19.66,19.66,13.76,5
ORD-12612,06/19/2026,Zephyr Standing Desk,Furniture,South,Retail,1,$468.01,468.01,300.5,5
ORD-10649,06/06/2025,Lumen LED Strip,Electronics,East,Partner,3,$23.85,71.55,50.39,5
ORD-11754,01/06/2026,"Vista Monitor 27""",Electronics,East,Online,2,$293.38,586.76,386.24,4
ORD-12440,05/19/2026,Halo Desk Organizer,Home & Living,North,Retail,2,$19.89,39.78,23.08,5
ORD-11959,02/16/2026,Terra Ceramic Planter,Home & Living,North,Online,1,$28.26,28.26,17.93,4
ORD-11440,11/20/2025,Nimbus Office Chair,Furniture,North,Online,1,$181.36,181.36,103.51,5
ORD-11078,09/13/2025,"Vista Monitor 27""",Electronics,North,Online,2,$279.77,559.54,373.53,2
ORD-11797,01/15/2026,Aurora Desk Lamp,Home & Living,North,Retail,2,$41.16,82.32,46.42,5
ORD-11348,11/06/2025,"Vista Monitor 27""",Electronics,East,Online,2,$275.80,551.6,322.9,5
ORD-11057,09/08/2025,"Vista Monitor 27""",Electronics,North,Retail,5,$256.87,1284.35,708.85,5
ORD-10295,03/16/2025,Zephyr Standing Desk,Furniture,South,Online,1,$440.98,440.98,265.03,5
ORD-11193,10/07/2025,Terra Ceramic Planter,Home & Living,East,Retail,1,$28.80,28.8,20.43,4
ORD-10346,03/27/2025,Zephyr Standing Desk,Furniture,North,Retail,2,$459.09,918.18,584.35,4
ORD-12441,05/20/2026,Zephyr Standing Desk,Furniture,West,Online,2,$480.88,961.76,637.95,5
ORD-11890,02/03/2026,Halo Desk Organizer,Home & Living,West,Retail,2,$20.22,40.44,30.05,4
ORD-12459,05/23/2026,"Vista Monitor 27""",Electronics,East,Online,2,$296.71,593.42,329.16,2
ORD-10749,06/30/2025,Pulse Wireless Mouse,Electronics,East,Online,1,$32.33,32.33,22.69,4
ORD-12028,02/28/2026,Zephyr Standing Desk,Furniture,North,Online,1,$423.30,423.3,310.28,5
ORD-10939,08/13/2025,Echo Mechanical Keyboard,Electronics,West,Retail,1,$93.58,93.58,51.86,1
ORD-10475,04/28/2025,Cove Bookshelf,Furniture,East,Retail,2,$135.30,270.6,192.25,3
ORD-10151,02/12/2025,Pulse Wireless Mouse,Electronics,North,Online,2,$34.77,69.54,51.65,5
ORD-10843,07/22/2025,"Vista Monitor 27""",Electronics,East,Online,1,$288.10,288.1,158.53,4
ORD-10675,06/13/2025,Lumen LED Strip,Electronics,North,Retail,2,$25.24,50.48,34.73,5
ORD-12345,05/02/2026,Nimbus Office Chair,Furniture,North,Partner,2,$203.18,406.36,289.57,4
ORD-12239,04/12/2026,"Vista Monitor 27""",Electronics,East,Online,1,$291.75,,194.81,2
ORD-10201,02/23/2025,"Vista Monitor 27""",Electronics,North,Partner,1,$257.53,257.53,152.75,5
ORD-11503,11/29/2025,Echo Mechanical Keyboard,Electronics,East,Retail,2,$89.15,178.3,125.91,4
ORD-10705,06/21/2025,Zephyr Standing Desk,Furniture,South,Online,1,$476.31,476.31,301.41,4
ORD-10127,02/05/2025,"Vista Monitor 27""",Electronics,North,Online,2,$277.27,554.54,333.17,5
ORD-12638,06/23/2026,Nimbus Office Chair,Furniture,West,Partner,2,$196.07,392.14,251.87,5
ORD-11946,02/14/2026,Aurora Desk Lamp,Home & Living,North,Online,2,$42.00,84.0,52.11,5
ORD-10942,08/13/2025,Pulse Wireless Mouse,Electronics,West,Partner,3,$33.52,100.56,59.54,4
ORD-10691,06/17/2025,Pulse Wireless Mouse,Electronics,North,Online,1,$33.37,33.37,21.94,4
ORD-11666,12/23/2025,Halo Desk Organizer,Home & Living,East,Online,1,$20.35,20.35,11.84,5
ORD-11519,12/01/2025,Echo Mechanical Keyboard,Electronics,South,Online,1,$91.48,91.48,58.61,5
ORD-10887,08/01/2025,Zephyr Standing Desk,Furniture,West,Online,3,$464.08,1392.24,773.74,3
ORD-10263,03/08/2025,Nimbus Office Chair,Furniture,West,Partner,3,$194.48,,336.93,3
ORD-10366,04/01/2025,Nimbus Office Chair,Furniture,South,Online,1,$194.89,194.89,141.39,5
ORD-11173,10/03/2025,Zephyr Standing Desk,Furniture,North,Online,2,$422.04,844.08,475.09,5
ORD-10365,04/01/2025,"Vista Monitor 27""",Electronics,East,Online,1,$263.03,263.03,177.93,2
ORD-10620,06/01/2025,Pulse Wireless Mouse,Electronics,West,Online,1,$36.70,36.7,24.26,3
ORD-11009,08/29/2025,Terra Ceramic Planter,Home & Living,West,Online,2,$29.21,58.42,32.21,4
ORD-10444,04/20/2025,Echo Mechanical Keyboard,Electronics,West,Retail,1,$81.93,81.93,46.5,5
ORD-10965,08/18/2025,"Vista Monitor 27""",Electronics,West,Online,1,$276.16,276.16,206.85,4
ORD-12373,05/07/2026,Halo Desk Organizer,Home & Living,East,Online,2,$19.52,39.04,25.84,5
ORD-11189,10/07/2025,Nimbus Office Chair,Furniture,South,Retail,1,$195.58,195.58,136.36,5
ORD-11021,08/31/2025,Nimbus Office Chair,Furniture,North,Online,2,$196.02,392.04,281.61,
ORD-12171,03/29/2026,Lumen LED Strip,Electronics,West,Retail,1,$22.87,22.87,13.57,4
ORD-10986,08/23/2025,Pulse Wireless Mouse,Electronics,North,Online,2,$35.19,70.38,38.79,5
ORD-10388,04/06/2025,Cove Bookshelf,Furniture,West,Retail,1,$125.42,125.42,83.69,2
ORD-11886,02/02/2026,Terra Ceramic Planter,Home & Living,East,Online,2,$27.96,55.92,41.46,4
ORD-10906,08/05/2025,Aurora Desk Lamp,Home & Living,East,Online,2,$38.82,77.64,45.48,4
ORD-11581,12/10/2025,Echo Mechanical Keyboard,Electronics,East,Partner,3,$86.81,260.43,165.33,4
ORD-10315,03/20/2025,Lumen LED Strip,Electronics,East,Online,1,$25.54,25.54,17.58,2
ORD-11466,11/24/2025,Aurora Desk Lamp,Home & Living,East,Partner,2,$39.58,79.16,52.2,1
ORD-11388,11/12/2025,"Vista Monitor 27""",Electronics,North,Online,2,$294.56,589.12,437.97,5
ORD-10321,03/22/2025,Cove Bookshelf,Furniture,East,Retail,3,$138.11,414.33,263.67,
ORD-11585,12/10/2025,Pulse Wireless Mouse,Electronics,West,Partner,1,$36.81,36.81,26.6,5
ORD-11873,01/31/2026,Lumen LED Strip,Electronics,East,Partner,1,$24.90,24.9,16.34,4
ORD-10150,02/12/2025,"Vista Monitor 27""",Electronics,North,Retail,1,$283.18,283.18,181.35,5
ORD-12216,04/07/2026,Terra Ceramic Planter,Home & Living,West,Retail,2,$26.04,52.08,29.22,5
ORD-10495,05/03/2025,Zephyr Standing Desk,Furniture,North,Online,1,$427.84,427.84,293.99,2
ORD-10580,05/24/2025,Aurora Desk Lamp,Home & Living,East,Online,2,$39.76,79.52,58.41,5
ORD-10992,08/24/2025,"Vista Monitor 27""",Electronics,East,Online,3,$277.73,833.19,601.53,5
ORD-11808,01/17/2026,"Vista Monitor 27""",Electronics,West,Retail,1,$283.90,283.9,173.51,1
ORD-10902,08/05/2025,Nimbus Office Chair,Furniture,South,Online,1,$179.94,179.94,129.34,5
ORD-10112,02/02/2025,Cove Bookshelf,Furniture,North,Partner,3,$123.32,369.96,265.74,3
ORD-10893,08/03/2025,Halo Desk Organizer,Home & Living,East,Partner,2,$19.80,39.6,25.97,3
ORD-11572,12/09/2025,Pulse Wireless Mouse,Electronics,East,Online,1,$37.43,37.43,24.79,5
ORD-12225,04/09/2026,Pulse Wireless Mouse,Electronics,West,Partner,2,$33.33,66.66,39.76,4
ORD-11742,01/04/2026,Nimbus Office Chair,Furniture,South,Retail,3,$177.70,533.1,330.27,2
ORD-12288,04/21/2026,Zephyr Standing Desk,Furniture,East,Online,2,$439.39,878.78,573.9,4
ORD-12588,06/14/2026,Lumen LED Strip,Electronics,North,Online,1,$25.08,25.08,14.93,5
ORD-11217,10/12/2025,Lumen LED Strip,Electronics,East,Retail,2,$23.23,46.46,34.35,5
ORD-11921,02/08/2026,Pulse Wireless Mouse,Electronics,North,Online,3,$34.34,103.02,68.37,4
ORD-11387,11/12/2025,Echo Mechanical Keyboard,Electronics,South,Retail,1,$86.34,86.34,58.06,5
ORD-10083,01/24/2025,Halo Desk Organizer,Home & Living,East,Online,2,$18.95,37.9,24.15,4
ORD-12219,04/07/2026,Nimbus Office Chair,Furniture,West,Online,2,$187.58,,264.39,5
ORD-11234,10/16/2025,Pulse Wireless Mouse,Electronics,East,Partner,1,$32.70,32.7,18.5,3
ORD-10301,03/17/2025,Nimbus Office Chair,Furniture,North,Online,2,$196.91,393.82,241.82,1
ORD-12194,04/02/2026,Lumen LED Strip,Electronics,West,Online,1,$25.13,25.13,18.77,4
ORD-10277,03/11/2025,Nimbus Office Chair,Furniture,North,Retail,1,$184.82,184.82,135.56,5
ORD-11101,09/18/2025,Pulse Wireless Mouse,Electronics,East,Online,1,$34.69,34.69,21.52,5
ORD-11924,02/09/2026,Nimbus Office Chair,Furniture,West,Online,3,$194.50,583.5,324.47,1
ORD-10559,05/19/2025,Aurora Desk Lamp,Home & Living,West,Online,1,$44.36,44.36,32.67,
ORD-11014,08/30/2025,Zephyr Standing Desk,Furniture,East,Retail,1,$477.92,477.92,268.38,5
ORD-11913,02/07/2026,Lumen LED Strip,Electronics,North,Partner,1,$24.98,24.98,15.02,5
ORD-10729,06/26/2025,Terra Ceramic Planter,Home & Living,West,Online,3,$29.43,88.29,61.95,5
ORD-10079,01/22/2025,Terra Ceramic Planter,Home & Living,North,Retail,2,$28.41,56.82,40.69,4
ORD-10283,03/13/2025,Echo Mechanical Keyboard,Electronics,South,Retail,3,$94.26,282.78,206.81,5
ORD-11366,11/09/2025,Echo Mechanical Keyboard,Electronics,South,Online,2,$83.31,166.62,118.15,2
ORD-11468,11/24/2025,Nimbus Office Chair,Furniture,East,Online,2,$202.61,405.22,271.35,5
ORD-10410,04/12/2025,Pulse Wireless Mouse,Electronics,West,Online,2,$36.97,73.94,42.0,5
ORD-10984,08/21/2025,Zephyr Standing Desk,Furniture,East,Online,2,$416.33,832.66,527.28,5
ORD-10397,04/09/2025,Lumen LED Strip,Electronics,East,Online,4,$23.32,93.28,59.07,2
ORD-11067,09/10/2025,Echo Mechanical Keyboard,Electronics,North,Retail,1,$88.04,,65.94,5
ORD-10402,04/10/2025,Aurora Desk Lamp,Home & Living,East,Retail,1,$44.91,44.91,24.92,1
ORD-12282,04/20/2026,Echo Mechanical Keyboard,Electronics,North,Online,4,$81.97,327.88,182.92,4
ORD-11018,08/30/2025,Lumen LED Strip,Electronics,East,Online,1,$25.46,25.46,14.43,3
ORD-11849,01/26/2026,Zephyr Standing Desk,Furniture,South,Online,1,$477.79,477.79,277.31,5
ORD-10404,04/11/2025,Terra Ceramic Planter,Home & Living,North,Partner,1,$30.23,30.23,20.93,5
ORD-12030,02/28/2026,Terra Ceramic Planter,Home & Living,West,Online,2,$28.21,56.42,33.91,2
ORD-12291,04/22/2026,Aurora Desk Lamp,Home & Living,North,Online,1,$41.17,41.17,22.71,
ORD-12470,05/26/2026,Lumen LED Strip,Electronics,South,Online,4,$23.65,94.6,70.02,3
ORD-10130,02/06/2025,Lumen LED Strip,Electronics,North,Retail,1,$23.22,23.22,16.02,5
ORD-10696,06/18/2025,Cove Bookshelf,Furniture,East,Online,2,$125.19,250.38,181.11,5
ORD-12042,03/03/2026,Pulse Wireless Mouse,Electronics,East,Partner,2,$34.08,68.16,45.64,2
ORD-11201,10/09/2025,Pulse Wireless Mouse,Electronics,North,Retail,1,$37.00,37.0,23.26,5
ORD-11690,12/26/2025,Terra Ceramic Planter,Home & Living,West,Online,1,$29.25,29.25,17.66,4
ORD-10174,02/17/2025,Nimbus Office Chair,Furniture,South,Online,1,$185.85,185.85,113.75,3
ORD-12592,06/14/2026,Lumen LED Strip,Electronics,East,Partner,2,$25.51,51.02,33.76,2
ORD-11342,11/05/2025,Aurora Desk Lamp,Home & Living,North,Partner,2,$39.63,79.26,57.29,5
ORD-12114,03/17/2026,Cove Bookshelf,Furniture,North,Online,1,$124.20,124.2,77.52,5
ORD-12386,05/09/2026,Lumen LED Strip,Electronics,East,Retail,2,$23.45,46.9,32.88,4
ORD-10432,04/16/2025,Halo Desk Organizer,Home & Living,East,Online,1,$19.87,19.87,11.82,4
ORD-11831,01/21/2026,Aurora Desk Lamp,Home & Living,East,Retail,2,$39.44,78.88,46.93,2
ORD-11883,02/02/2026,"Vista Monitor 27""",Electronics,North,Online,1,$299.32,299.32,197.51,5
ORD-10991,08/24/2025,Nimbus Office Chair,Furniture,North,Online,1,$188.21,188.21,104.34,5
ORD-12307,04/25/2026,Nimbus Office Chair,Furniture,West,Partner,2,$198.60,397.2,229.44,5
ORD-10847,07/23/2025,Cove Bookshelf,Furniture,North,Online,1,$138.93,138.93,83.04,5
ORD-11659,12/21/2025,Pulse Wireless Mouse,Electronics,East,Retail,1,$37.15,37.15,24.42,5
ORD-10910,08/07/2025,"Vista Monitor 27""",Electronics,South,Retail,1,$281.53,281.53,203.28,5
ORD-11432,11/19/2025,"Vista Monitor 27""",Electronics,West,Online,1,$299.60,299.6,192.42,5
ORD-12102,03/15/2026,Halo Desk Organizer,Home & Living,East,Partner,2,$18.76,37.52,25.5,5
ORD-12580,06/13/2026,Aurora Desk Lamp,Home & Living,North,Online,2,$44.39,88.78,51.99,4
ORD-11136,09/26/2025,Lumen LED Strip,Electronics,North,Retail,3,$25.88,77.64,47.94,4
ORD-11406,11/14/2025,Halo Desk Organizer,Home & Living,North,Online,2,$18.29,36.58,20.6,5
ORD-10243,03/04/2025,Nimbus Office Chair,Furniture,East,Retail,2,$186.91,373.82,271.58,4
ORD-11042,09/05/2025,Aurora Desk Lamp,Home & Living,North,Online,1,$44.42,44.42,27.25,2
ORD-10091,01/27/2025,Lumen LED Strip,Electronics,South,Retail,1,$23.22,23.22,14.45,3
ORD-10637,06/04/2025,Pulse Wireless Mouse,Electronics,South,Online,1,$34.25,34.25,20.62,3
ORD-11981,02/19/2026,Nimbus Office Chair,Furniture,East,Online,1,$195.79,195.79,141.99,4
ORD-11209,10/10/2025,Pulse Wireless Mouse,Electronics,North,Online,1,$35.74,35.74,22.84,2
ORD-10393,04/07/2025,Terra Ceramic Planter,Home & Living,East,Retail,3,$26.98,80.94,45.55,2
ORD-11430,11/18/2025,Zephyr Standing Desk,Furniture,South,Online,3,$442.99,1328.97,783.97,5
ORD-12570,06/11/2026,Zephyr Standing Desk,Furniture,South,Retail,4,$434.70,1738.8,1066.49,1
ORD-11725,12/31/2025,Zephyr Standing Desk,Furniture,West,Retail,1,$480.34,480.34,356.92,3
ORD-12450,05/21/2026,Echo Mechanical Keyboard,Electronics,South,Retail,2,$93.52,187.04,113.31,5
ORD-10451,04/22/2025,Cove Bookshelf,Furniture,West,Online,2,$131.48,262.96,150.95,3
ORD-11579,12/10/2025,Lumen LED Strip,Electronics,West,Retail,4,$25.28,101.12,70.0,5
ORD-11080,09/13/2025,"Vista Monitor 27""",Electronics,North,Online,1,$264.98,264.98,153.04,
ORD-10756,07/01/2025,Halo Desk Organizer,Home & Living,West,Online,2,$17.88,35.76,25.48,5
ORD-12483,05/28/2026,Cove Bookshelf,Furniture,North,Online,1,$137.79,137.79,102.72,5
ORD-11335,11/04/2025,Lumen LED Strip,Electronics,West,Online,1,$24.39,24.39,15.27,5
ORD-10391,04/06/2025,Aurora Desk Lamp,Home & Living,East,Retail,1,$39.74,39.74,29.43,4
ORD-11069,09/11/2025,Echo Mechanical Keyboard,Electronics,North,Retail,2,$83.04,166.08,110.34,5
ORD-11126,09/24/2025,Pulse Wireless Mouse,Electronics,East,Partner,3,$35.93,107.79,60.72,5
ORD-12037,03/01/2026,Cove Bookshelf,Furniture,West,Online,1,$123.30,123.3,87.14,3
ORD-11205,10/09/2025,Terra Ceramic Planter,Home & Living,North,Partner,3,$29.53,88.59,65.13,3
ORD-11673,12/24/2025,"Vista Monitor 27""",Electronics,West,Retail,1,$297.14,297.14,213.35,
ORD-11149,09/29/2025,Lumen LED Strip,Electronics,West,Retail,2,$23.01,46.02,30.27,
ORD-11027,09/01/2025,Cove Bookshelf,Furniture,East,Retail,1,$134.75,134.75,97.61,5
ORD-10012,01/04/2025,"Vista Monitor 27""",Electronics,West,Online,3,$263.06,789.18,456.09,5
ORD-11083,09/15/2025,Cove Bookshelf,Furniture,West,Retail,2,$122.71,245.42,144.82,4
ORD-10733,06/26/2025,Halo Desk Organizer,Home & Living,East,Retail,3,$18.99,56.97,39.64,5
ORD-10546,05/15/2025,Cove Bookshelf,Furniture,North,Online,2,$119.59,239.18,174.52,2
ORD-12168,03/29/2026,Halo Desk Organizer,Home & Living,North,Online,3,$20.27,60.81,33.72,4
ORD-11851,01/26/2026,Zephyr Standing Desk,Furniture,North,Partner,3,$478.40,1435.2,817.22,5
ORD-11850,01/26/2026,Terra Ceramic Planter,Home & Living,East,Partner,2,$27.86,55.72,41.6,2
ORD-11863,01/29/2026,Echo Mechanical Keyboard,Electronics,West,Online,3,$82.21,246.63,141.99,3
ORD-11805,01/16/2026,Nimbus Office Chair,Furniture,East,Partner,1,$199.52,199.52,113.37,5
ORD-10360,03/30/2025,"Vista Monitor 27""",Electronics,East,Retail,2,$292.92,585.84,346.8,5
ORD-10900,08/04/2025,Zephyr Standing Desk,Furniture,East,Online,4,$414.00,1656.0,1134.08,5
ORD-12199,04/03/2026,Terra Ceramic Planter,Home & Living,West,Retail,2,$28.55,,38.55,5
ORD-12208,04/05/2026,Aurora Desk Lamp,Home & Living,West,Partner,3,$44.26,132.78,99.08,5
ORD-10753,07/01/2025,Aurora Desk Lamp,Home & Living,North,Online,3,$43.18,129.54,73.99,3
ORD-11438,11/20/2025,"Vista Monitor 27""",Electronics,East,Online,3,$262.77,788.31,574.69,4
ORD-12164,03/28/2026,Lumen LED Strip,Electronics,North,Online,2,$22.48,44.96,33.37,1
ORD-10206,02/24/2025,Cove Bookshelf,Furniture,South,Retail,4,$119.58,478.32,300.09,
ORD-11827,01/21/2026,Nimbus Office Chair,Furniture,North,Online,2,$184.04,368.08,255.53,4
ORD-10764,07/04/2025,"Vista Monitor 27""",Electronics,South,Online,3,$271.20,813.6,463.37,5
ORD-10934,08/12/2025,Lumen LED Strip,Electronics,West,Online,1,$22.51,22.51,15.69,5
ORD-12350,05/02/2026,Terra Ceramic Planter,Home & Living,North,Online,3,$26.43,79.29,49.21,
ORD-11867,01/30/2026,Zephyr Standing Desk,Furniture,North,Retail,1,$419.67,419.67,310.67,4
ORD-12474,05/26/2026,Nimbus Office Chair,Furniture,South,Online,1,$201.83,201.83,143.09,1
ORD-10470,04/27/2025,Zephyr Standing Desk,Furniture,South,Partner,1,$431.21,431.21,306.6,4
ORD-11721,12/31/2025,Lumen LED Strip,Electronics,East,Online,3,$25.92,77.76,44.08,5
ORD-10535,05/13/2025,Pulse Wireless Mouse,Electronics,West,Online,1,$33.34,33.34,24.13,4
ORD-11584,12/10/2025,Halo Desk Organizer,Home & Living,East,Online,3,$18.31,54.93,37.32,4
ORD-10576,05/23/2025,Halo Desk Organizer,Home & Living,East,Online,4,$18.82,75.28,44.87,3
ORD-10131,02/07/2025,Pulse Wireless Mouse,Electronics,West,Retail,4,$36.56,146.24,108.91,4
ORD-11701,12/28/2025,Echo Mechanical Keyboard,Electronics,North,Online,3,$92.88,278.64,194.9,4
ORD-10056,01/15/2025,Terra Ceramic Planter,Home & Living,East,Online,1,$29.11,29.11,17.02,1
ORD-11246,10/18/2025,"Vista Monitor 27""",Electronics,South,Online,4,$267.85,1071.4,690.13,3
ORD-11718,12/30/2025,"Vista Monitor 27""",Electronics,West,Online,2,$289.74,579.48,360.25,4
ORD-10437,04/18/2025,Aurora Desk Lamp,Home & Living,East,Online,1,$45.15,45.15,32.82,5
ORD-10271,03/10/2025,Nimbus Office Chair,Furniture,West,Online,1,$186.00,186.0,105.85,4
ORD-10057,01/15/2025,Pulse Wireless Mouse,Electronics,East,Retail,1,$33.81,33.81,21.5,5
ORD-10940,08/13/2025,Lumen LED Strip,Electronics,West,Retail,2,$24.53,49.06,33.86,5
ORD-12349,05/02/2026,Halo Desk Organizer,Home & Living,West,Online,2,$18.70,37.4,26.72,4
ORD-10617,05/31/2025,Halo Desk Organizer,Home & Living,West,Online,2,$17.79,35.58,22.14,4
ORD-10476,04/29/2025,Aurora Desk Lamp,Home & Living,South,Online,1,$40.38,40.38,25.59,5
ORD-11910,02/06/2026,Terra Ceramic Planter,Home & Living,East,Online,3,$28.22,84.66,47.24,5
ORD-12249,04/13/2026,Zephyr Standing Desk,Furniture,East,Online,1,$473.87,473.87,318.42,2
ORD-10118,02/03/2025,Halo Desk Organizer,Home & Living,South,Online,3,$18.64,55.92,40.33,5
ORD-10408,04/12/2025,Nimbus Office Chair,Furniture,West,Online,2,$202.41,404.82,233.67,2
ORD-10682,06/14/2025,Cove Bookshelf,Furniture,East,Partner,1,$133.08,133.08,77.27,5
ORD-11722,12/31/2025,Aurora Desk Lamp,Home & Living,North,Online,3,$42.99,128.97,79.27,5
ORD-11360,11/08/2025,Echo Mechanical Keyboard,Electronics,South,Retail,3,$84.78,254.34,144.63,5
ORD-10579,05/24/2025,Aurora Desk Lamp,Home & Living,East,Partner,2,$42.62,85.24,49.18,3
ORD-10842,07/22/2025,Halo Desk Organizer,Home & Living,West,Online,2,$18.86,37.72,26.57,4
ORD-11774,01/10/2026,Terra Ceramic Planter,Home & Living,North,Online,2,$27.28,54.56,33.87,4
ORD-11606,12/14/2025,Echo Mechanical Keyboard,Electronics,South,Online,1,$90.44,90.44,58.47,4
ORD-10181,02/18/2025,Halo Desk Organizer,Home & Living,West,Online,1,$19.17,19.17,13.58,5
ORD-12490,05/28/2026,Terra Ceramic Planter,Home & Living,West,Partner,3,$27.24,81.72,45.81,1
ORD-11483,11/26/2025,Aurora Desk Lamp,Home & Living,West,Online,1,$40.51,40.51,25.39,4
ORD-11740,01/03/2026,"Vista Monitor 27""",Electronics,North,Partner,1,$291.14,291.14,186.7,5
ORD-10704,06/21/2025,Zephyr Standing Desk,Furniture,West,Online,1,$435.89,435.89,288.33,4
ORD-10119,02/03/2025,Terra Ceramic Planter,Home & Living,East,Online,1,$29.44,29.44,21.97,
ORD-10563,05/20/2025,Aurora Desk Lamp,Home & Living,North,Online,1,$43.43,43.43,29.45,4
ORD-10110,02/01/2025,"Vista Monitor 27""",Electronics,North,Online,2,$284.60,569.2,399.58,4
ORD-10340,03/26/2025,Halo Desk Organizer,Home & Living,East,Retail,1,$18.62,18.62,11.97,3
ORD-12007,02/23/2026,Pulse Wireless Mouse,Electronics,West,Online,3,$35.27,105.81,78.13,4
ORD-10565,05/21/2025,Pulse Wireless Mouse,Electronics,East,Online,1,$37.01,37.01,21.39,2
ORD-11486,11/27/2025,Halo Desk Organizer,Home & Living,West,Online,2,$20.00,40.0,24.1,1
ORD-10574,05/22/2025,Halo Desk Organizer,Home & Living,East,Online,1,$19.13,19.13,11.19,2
ORD-11516,12/01/2025,Echo Mechanical Keyboard,Electronics,East,Online,1,$96.04,96.04,53.69,5
ORD-11637,12/18/2025,Lumen LED Strip,Electronics,East,Partner,3,$22.58,67.74,40.88,4
ORD-10635,06/04/2025,Zephyr Standing Desk,Furniture,North,Retail,1,$482.73,482.73,332.85,5
ORD-11090,09/16/2025,Zephyr Standing Desk,Furniture,West,Partner,1,$425.91,425.91,236.08,1
ORD-11367,11/09/2025,Lumen LED Strip,Electronics,South,Partner,1,$24.72,24.72,15.45,3
ORD-10302,03/17/2025,Halo Desk Organizer,Home & Living,North,Retail,1,$20.11,20.11,14.04,5
ORD-12384,05/09/2026,Terra Ceramic Planter,Home & Living,West,Online,1,$27.91,27.91,20.88,5
ORD-12439,05/19/2026,Pulse Wireless Mouse,Electronics,South,Online,2,$35.32,70.64,42.05,4
ORD-10466,04/26/2025,"Vista Monitor 27""",Electronics,West,Retail,1,$283.20,283.2,165.82,4
ORD-10347,03/27/2025,"Vista Monitor 27""",Electronics,West,Retail,1,$288.14,288.14,170.34,2
ORD-10854,07/24/2025,Aurora Desk Lamp,Home & Living,West,Retail,1,$44.50,44.5,26.54,5
ORD-12635,06/23/2026,Terra Ceramic Planter,Home & Living,East,Partner,1,$27.42,27.42,17.67,3
ORD-10320,03/22/2025,Halo Desk Organizer,Home & Living,West,Online,1,$17.57,17.57,10.62,4
ORD-11553,12/06/2025,Lumen LED Strip,Electronics,South,Online,4,$24.29,97.16,60.76,5
ORD-10198,02/22/2025,"Vista Monitor 27""",Electronics,South,Online,4,$275.20,1100.8,692.72,2
ORD-12368,05/05/2026,Cove Bookshelf,Furniture,South,Online,2,$137.84,275.68,200.92,2
ORD-10368,04/02/2025,Terra Ceramic Planter,Home & Living,North,Online,1,$26.74,26.74,17.0,
ORD-11605,12/14/2025,"Vista Monitor 27""",Electronics,South,Retail,2,$282.39,564.78,359.76,4
ORD-10233,03/02/2025,Halo Desk Organizer,Home & Living,North,Partner,1,$18.51,18.51,13.6,
ORD-12090,03/13/2026,Zephyr Standing Desk,Furniture,North,Online,3,$474.26,1422.78,885.69,4
ORD-12414,05/15/2026,"Vista Monitor 27""",Electronics,East,Online,1,$282.96,282.96,211.2,5
ORD-12241,04/12/2026,Aurora Desk Lamp,Home & Living,East,Online,2,$41.09,82.18,45.24,3
ORD-11711,12/29/2025,Halo Desk Organizer,Home & Living,East,Retail,2,$20.29,40.58,29.57,4
ORD-10269,03/09/2025,Nimbus Office Chair,Furniture,North,Online,1,$193.48,193.48,134.22,4
ORD-10509,05/08/2025,Halo Desk Organizer,Home & Living,East,Retail,1,$20.39,20.39,14.78,5
ORD-12600,06/16/2026,Lumen LED Strip,Electronics,North,Retail,2,$22.10,44.2,30.22,4
ORD-10513,05/09/2025,Terra Ceramic Planter,Home & Living,South,Retail,2,$27.57,55.14,32.92,5
ORD-11403,11/14/2025,Terra Ceramic Planter,Home & Living,North,Retail,1,$26.00,26.0,15.72,5
ORD-12640,06/24/2026,Nimbus Office Chair,Furniture,West,Online,2,$201.78,403.56,271.15,4
ORD-11145,09/28/2025,Aurora Desk Lamp,Home & Living,West,Online,2,$40.20,80.4,54.13,5
ORD-11142,09/27/2025,Zephyr Standing Desk,Furniture,South,Retail,1,$431.18,431.18,245.32,5
ORD-10401,04/10/2025,Halo Desk Organizer,Home & Living,East,Retail,6,$19.84,119.04,82.91,3
ORD-10153,02/12/2025,Zephyr Standing Desk,Furniture,East,Online,1,$432.84,432.84,292.87,5
ORD-10002,01/01/2025,Nimbus Office Chair,Furniture,East,Retail,1,$176.71,176.71,105.41,5
ORD-11152,09/29/2025,Zephyr Standing Desk,Furniture,West,Online,1,$455.65,455.65,326.36,2
ORD-11375,11/10/2025,Terra Ceramic Planter,Home & Living,South,Online,1,$27.19,27.19,15.54,4
ORD-10611,05/30/2025,Lumen LED Strip,Electronics,West,Retail,2,$23.10,46.2,27.53,4
ORD-12402,05/12/2026,Aurora Desk Lamp,Home & Living,East,Retail,1,$40.66,40.66,23.47,3
ORD-11168,10/03/2025,Echo Mechanical Keyboard,Electronics,North,Retail,3,$93.47,280.41,169.31,4
